时间, 账本, 类型, 一级分类, 二级分类, 金额, 账户, 报销, 备注
2024/05/24 09:17:33,日常账本,支出,购物,,-10.43,微信钱包,,手机壳
2024/05/24 09:13:36,日常账本,支出,购物,,-127.0,支付宝,,100wpd充电器
2024/05/24 07:58:40,日常账本,支出,其它,,-6.99,微信钱包,,古希腊掌管PPT的店
2024/05/24 07:49:57,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/23 21:20:04,日常账本,支出,日用,,-20.0,微信钱包,,水卡
2024/05/23 19:09:19,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/23 19:07:50,日常账本,支出,水果捞,,-12.7,支付宝,,商户_张春燕
2024/05/23 17:00:43,日常账本,支出,游戏,,-19.6,微信钱包,,究极风暴
2024/05/23 12:57:06,日常账本,收入,零钱通,,0.01,微信钱包,,
2024/05/23 12:56:46,日常账本,收入,余额宝,,0.02,支付宝,,
2024/05/23 12:52:33,日常账本,支出,餐饮,,-16.96,支付宝,,香锅
2024/05/22 23:43:22,日常账本,支出,其它,,-1.0,支付宝,,快件畅存费
2024/05/22 22:24:17,日常账本,支出,其它,,-0.2,微信钱包,,留白打印
2024/05/22 21:01:35,日常账本,支出,日用,,-13.16,微信钱包,,内裤清洁液
2024/05/22 20:46:57,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/05/22 18:35:15,日常账本,支出,饮品,,-8.0,微信钱包,,学子校园超市
2024/05/22 17:58:20,日常账本,支出,饮品,,-6.5,支付宝,,学子校园超市
2024/05/22 15:44:41,日常账本,支出,零食,,-2.0,支付宝,,红肠
2024/05/22 15:33:53,日常账本,支出,餐饮,,-13.0,支付宝,,快餐
2024/05/22 15:10:18,日常账本,收入,零钱通,,0.01,微信钱包,,
2024/05/22 15:10:01,日常账本,收入,其他,,1.04,微信钱包,,退还保价
2024/05/22 15:08:47,日常账本,收入,余额宝,,0.03,支付宝,,
2024/05/22 09:16:29,日常账本,支出,饮品,,-4.0,支付宝,,西安培华学院
2024/05/22 09:14:12,日常账本,支出,餐饮,,-5.0,支付宝,,蒸饺
2024/05/22 07:50:52,日常账本,支出,其它,,-0.2,微信钱包,,西安市长安区双鱼复印部
2024/05/22 07:44:41,日常账本,支出,其它,,-1.9,微信钱包,,西安市长安区双鱼复印部
2024/05/21 20:07:16,日常账本,支出,其它,,-4.0,微信钱包,,洗衣服
2024/05/21 19:49:35,日常账本,支出,餐饮,,-8.5,支付宝,,花样饼
2024/05/21 18:27:05,日常账本,收入,余额宝,,0.06,支付宝,,
2024/05/21 13:17:06,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/05/21 13:05:48,日常账本,支出,餐饮,,-13.0,支付宝,,快餐
2024/05/21 07:41:26,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/05/21 07:39:37,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/20 21:30:58,日常账本,支出,零食,,-21.0,支付宝,,学子校园超市
2024/05/20 16:01:28,日常账本,支出,餐饮,,-16.07,支付宝,,香锅
2024/05/20 15:57:45,日常账本,支出,饮品,,-3.0,支付宝,,绿豆汤
2024/05/20 13:12:25,日常账本,支出,饮品,,-3.0,支付宝,,学子校园超市
2024/05/20 12:55:27,日常账本,收入,其他,,120.0,微信钱包,,报销
2024/05/20 10:25:32,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/05/20 10:15:56,日常账本,支出,餐饮,,-2.0,支付宝,,肠
2024/05/20 10:12:01,日常账本,支出,餐饮,,-10.0,支付宝,,炸酱面
2024/05/20 07:19:56,日常账本,支出,服饰,,-48.31,微信钱包,,短裤
2024/05/19 20:11:27,日常账本,支出,餐饮,,-7.5,支付宝,,手抓饼
2024/05/19 20:09:35,日常账本,支出,水果捞,,-12.3,支付宝,,商户_张春燕
2024/05/19 15:25:39,日常账本,支出,饮品,,-5.0,支付宝,,学子超市
2024/05/19 10:36:49,日常账本,支出,餐饮,,-5.97,支付宝,,西安市新城区显眼包餐饮店（个体工商户）
2024/05/19 10:16:54,日常账本,收入,余额宝,,0.03,支付宝,,
2024/05/19 10:10:38,日常账本,收入,其他,,54.0,微信钱包,,
2024/05/19 00:25:07,日常账本,支出,其它,,-39.38,微信钱包,,燃气管
2024/05/19 00:19:21,日常账本,支出,买药,,-9.0,,,
2024/05/19 00:19:19,日常账本,支出,买药,,-9.0,支付宝,,镇江**店
2024/05/19 00:17:35,日常账本,支出,买药,,-8.5,微信钱包,,京东-订单编号295015351139
2024/05/19 00:07:24,日常账本,支出,买药,,-340.1,微信钱包,,博乐达
2024/05/19 00:06:58,日常账本,收入,其他,,350.0,微信钱包,,
2024/05/18 21:29:31,日常账本,收入,红包,,40.0,微信钱包,,F-妈的红包
2024/05/18 20:21:56,日常账本,收入,其他,,12.5,微信钱包,,电费
2024/05/18 20:20:11,日常账本,收入,其他,,12.5,微信钱包,,电费
2024/05/18 20:20:00,日常账本,收入,其他,,12.5,微信钱包,,电费
2024/05/18 20:18:42,日常账本,支出,日用,,-50.0,浦发银行,,西安培华学院
2024/05/18 19:44:09,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/05/18 19:20:33,日常账本,支出,交通,公交地铁,-1.0,支付宝,,充值
2024/05/18 19:20:32,日常账本,支出,交通,公交地铁,-1.0,支付宝,,充值
2024/05/18 12:01:08,日常账本,支出,日用,,-7.8,支付宝,,西安市兴隆生鲜咸宁东路店
2024/05/18 09:02:25,日常账本,收入,余额宝,,0.07,支付宝,,
2024/05/18 08:56:52,日常账本,支出,餐饮,,-5.0,支付宝,,放心早餐
2024/05/17 21:22:26,日常账本,收入,红包,,30.0,微信钱包,,F-妈的红包
2024/05/17 20:45:45,日常账本,支出,餐饮,,-19.9,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/05/17 17:38:12,日常账本,支出,零食,,-15.0,支付宝,,好生活超市
2024/05/17 17:32:09,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/17 12:29:16,日常账本,支出,其它,,-2.0,浦发银行,,西安市长安区双鱼复印部
2024/05/17 12:28:22,日常账本,支出,饮品,,-3.0,支付宝,,学子超市
2024/05/17 12:14:30,日常账本,支出,餐饮,,-11.0,支付宝,,木桶饭
2024/05/17 07:48:17,日常账本,支出,餐饮,,-5.0,支付宝,,煎饺
2024/05/16 18:04:04,日常账本,支出,餐饮,,-13.8,支付宝,,烧鸭饭
2024/05/16 17:59:58,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/05/16 17:49:11,日常账本,收入,余额宝,,0.04,支付宝,,
2024/05/16 11:33:11,日常账本,支出,饮品,,-4.0,支付宝,,西安培华学院
2024/05/16 11:29:35,日常账本,支出,饮品,,-9.9,支付宝,,生椰拿铁
2024/05/16 11:15:15,日常账本,支出,餐饮,,-14.0,支付宝,,叉烧饭
2024/05/15 20:48:54,日常账本,支出,饮品,,-8.0,支付宝,,学子超市
2024/05/15 20:46:24,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/15 20:45:22,日常账本,支出,水果捞,,-11.0,支付宝,,商户_张春燕
2024/05/15 12:46:21,日常账本,支出,饮品,,-4.0,支付宝,,西安培华学院
2024/05/15 12:33:31,日常账本,支出,餐饮,,-13.0,支付宝,,快餐
2024/05/15 10:08:00,日常账本,收入,余额宝,,0.1,支付宝,,
2024/05/15 07:53:05,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/14 18:44:33,日常账本,支出,饮品,,-8.0,支付宝,,学子校园超市
2024/05/14 17:59:38,日常账本,支出,餐饮,,-11.0,支付宝,,木桶饭
2024/05/14 11:42:53,日常账本,支出,饮品,,-5.0,支付宝,,西安培华学院
2024/05/14 11:30:45,日常账本,支出,餐饮,,-13.0,支付宝,,快餐
2024/05/14 10:42:47,日常账本,支出,游戏,,-2.27,微信钱包,,微信转账到QQ
2024/05/14 07:47:58,日常账本,支出,餐饮,,-5.0,支付宝,,煎饺
2024/05/13 20:54:27,日常账本,支出,日用,,-47.41,微信钱包,,洗发水
2024/05/13 20:52:09,日常账本,收入,零钱通,,0.01,微信钱包,,
2024/05/13 17:22:53,日常账本,支出,买药,,-10.82,微信钱包,,棉签
2024/05/13 15:59:16,日常账本,支出,餐饮,,-13.8,支付宝,,烧鸭饭
2024/05/13 15:57:12,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/05/13 12:28:27,日常账本,支出,日用,,-1.5,支付宝,,卫生纸
2024/05/13 10:37:34,日常账本,支出,饮品,,-9.9,微信钱包,,luckincoffee
2024/05/13 10:12:53,日常账本,支出,餐饮,,-14.0,支付宝,,烤肉拌饭
2024/05/13 07:53:57,日常账本,收入,余额宝,,0.04,支付宝,,
2024/05/13 07:48:40,日常账本,支出,餐饮,,-5.0,支付宝,,煎饺
2024/05/12 19:46:46,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/05/12 19:23:35,日常账本,支出,餐饮,,-13.66,支付宝,,香锅
2024/05/12 16:00:29,日常账本,支出,零食,,-2.0,支付宝,,红肠
2024/05/12 15:48:21,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/05/12 15:18:17,日常账本,支出,饮品,,-6.0,支付宝,,陕西天岁每一天连锁管理有限公司
2024/05/12 12:31:45,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/05/12 11:43:16,日常账本,收入,余额宝,,0.04,支付宝,,
2024/05/12 11:41:38,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/11 23:17:27,日常账本,支出,其它,,-198.0,微信钱包,,华为云空间_云空间-金卡会员(连续包年)
2024/05/11 22:35:54,日常账本,收入,其他,,0.5,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/05/11 21:13:30,日常账本,支出,饮品,,-8.9,支付宝,,学子校园超市
2024/05/11 19:20:24,日常账本,支出,其它,,-20.0,微信钱包,,水卡
2024/05/11 19:18:56,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/05/11 19:12:25,日常账本,收入,余额宝,,0.05,支付宝,,
2024/05/11 19:11:39,日常账本,支出,餐饮,,-14.0,支付宝,,烤肉拌饭
2024/05/11 12:14:10,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/11 07:47:27,日常账本,支出,餐饮,,-5.0,支付宝,,煎饺
2024/05/10 23:08:06,日常账本,支出,其它,,-3.0,微信钱包,,2000（两千）题库次数
2024/05/10 16:33:11,日常账本,收入,红包,,0.5,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/05/10 15:58:18,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/10 13:09:40,日常账本,支出,游戏,,-10.95,微信钱包,,Steam消光
2024/05/10 10:25:58,日常账本,支出,零食,,-20.5,支付宝,,学子超市
2024/05/10 10:09:01,日常账本,收入,余额宝,,0.05,支付宝,,
2024/05/10 10:07:02,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/09 18:26:28,日常账本,支出,水果捞,,-11.4,支付宝,,商户_张春燕
2024/05/09 17:53:01,日常账本,支出,餐饮,,-19.86,支付宝,,冒菜
2024/05/09 17:11:27,日常账本,支出,其它,,-252.6,支付宝,,烫头
2024/05/09 16:52:51,日常账本,收入,零钱通,,0.01,微信钱包,,
2024/05/09 10:51:04,日常账本,收入,余额宝,,0.09,支付宝,,
2024/05/09 10:50:17,日常账本,支出,饮品,,-3.0,支付宝,,绿豆汤
2024/05/09 10:49:38,日常账本,支出,餐饮,,-17.0,支付宝,,黄焖鸡
2024/05/08 20:30:33,日常账本,支出,饮品,,-8.0,支付宝,,学子校园超市
2024/05/08 18:35:41,日常账本,收入,零钱通,,0.05,微信钱包,,
2024/05/08 18:33:47,日常账本,收入,其他,,15.0,微信钱包,,带饭钱
2024/05/08 18:08:38,日常账本,支出,餐饮,,-13.8,支付宝,,烧鸭饭
2024/05/08 18:08:14,日常账本,支出,餐饮,,-14.3,支付宝,,带饭烧鸭饭
2024/05/08 12:09:13,日常账本,支出,饮品,,-4.0,支付宝,,学子校园超市
2024/05/08 12:07:48,日常账本,收入,其他,,18.0,支付宝,,流量卡
2024/05/08 12:01:40,日常账本,支出,餐饮,,-15.0,支付宝,,猪脚饭
2024/05/08 08:03:32,日常账本,收入,余额宝,,0.07,支付宝,,
2024/05/08 07:55:38,日常账本,支出,饮品,,-5.0,支付宝,,学子超市
2024/05/08 07:53:08,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/07 19:32:22,日常账本,支出,零食,,-9.0,支付宝,,学子校园超市
2024/05/07 19:32:05,日常账本,收入,余额宝,,0.07,支付宝,,
2024/05/07 18:27:30,日常账本,收入,其他,,11.0,微信钱包,,带饭钱
2024/05/07 18:17:05,日常账本,支出,饮品,,-5.0,支付宝,,学子超市
2024/05/07 18:11:54,日常账本,支出,餐饮,,-11.0,支付宝,,带饭羊杂面
2024/05/07 17:59:32,日常账本,支出,餐饮,,-12.0,支付宝,,木桶饭
2024/05/07 10:38:12,日常账本,支出,水果捞,,-11.4,支付宝,,商户_张春燕
2024/05/07 10:23:34,日常账本,支出,餐饮,,-13.8,支付宝,,土豆泥拌饭
2024/05/06 16:01:20,日常账本,支出,餐饮,,-11.0,支付宝,,木桶饭
2024/05/06 10:22:03,日常账本,收入,余额宝,,0.14,支付宝,,
2024/05/06 10:10:13,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/05 21:05:33,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/05/05 19:27:43,日常账本,支出,饮品,,-6.0,支付宝,,学子校园超市
2024/05/05 18:33:58,日常账本,支出,餐饮,,-12.0,支付宝,,木桶饭
2024/05/05 12:57:58,日常账本,支出,其它,,-4.0,微信钱包,,洗衣服
2024/05/05 12:21:25,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/05 11:09:53,日常账本,支出,买药,,-7.98,微信钱包,,碘伏棉签
2024/05/04 19:33:40,日常账本,支出,买药,,-14.0,微信钱包,,创口贴
2024/05/04 19:17:01,日常账本,支出,饮品,,-7.0,支付宝,,学子校园超市
2024/05/04 18:48:04,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/04 18:46:10,日常账本,支出,水果捞,,-13.3,支付宝,,商户_张春燕
2024/05/04 15:14:26,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/04 15:13:30,日常账本,收入,余额宝,,0.07,支付宝,,
2024/05/03 15:08:41,日常账本,收入,火影租号,,55.55,支付宝,,转账
2024/05/03 12:29:18,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/03 12:11:27,日常账本,收入,余额宝,,0.22,支付宝,,
2024/05/03 12:08:45,日常账本,收入,零钱通,,0.04,微信钱包,,
2024/05/02 19:40:25,日常账本,支出,餐饮,,-36.9,支付宝,,塔斯汀中国汉堡
2024/05/02 19:32:51,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/05/02 08:17:10,日常账本,支出,餐饮,,-3.0,支付宝,,稀饭
2024/05/02 08:13:57,日常账本,支出,餐饮,,-4.8,支付宝,,麦香馅饼
2024/05/01 19:22:31,日常账本,支出,餐饮,,-14.6,支付宝,,烤肉拌饭
2024/05/01 19:08:14,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/01 16:02:19,日常账本,支出,饮品,,-37.14,支付宝,,茶话弄
2024/05/01 15:35:59,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/01 13:31:21,日常账本,支出,餐饮,,-14.0,支付宝,,现炒鸡
2024/05/01 09:14:56,日常账本,支出,餐饮,,-3.0,支付宝,,银耳粥
2024/05/01 09:11:24,日常账本,支出,餐饮,,-4.8,支付宝,,麦香馅饼
2024/05/01 08:38:01,日常账本,支出,通讯,,-50.0,微信钱包,,话费
2024/04/30 19:54:26,日常账本,支出,饮品,,-11.5,支付宝,,学子校园超市
2024/04/30 17:57:37,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/04/30 09:40:21,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/04/30 09:38:29,日常账本,收入,余额宝,,0.08,支付宝,,
2024/04/30 08:01:17,日常账本,支出,饮品,,-6.0,支付宝,,无人货柜订单商品
2024/04/30 07:56:17,日常账本,支出,餐饮,,-3.45,支付宝,,包子
2024/04/29 20:52:10,日常账本,收入,火影租号,,5.0,微信钱包,,
2024/04/29 20:51:11,日常账本,支出,住房,水费,-20.0,支付宝,,水卡
2024/04/29 17:08:08,日常账本,支出,娱乐,,-40.0,微信钱包,,电影票
2024/04/29 16:04:03,日常账本,支出,餐饮,,-23.8,支付宝,,汉堡
2024/04/29 13:41:24,日常账本,支出,服饰,,-59.0,微信钱包,,内裤
2024/04/29 10:16:58,日常账本,支出,水果捞,,-13.2,支付宝,,商户_张春燕
2024/04/29 10:13:43,日常账本,支出,餐饮,,-16.0,支付宝,,麻辣烫
2024/04/29 10:05:04,日常账本,收入,零钱通,,0.04,微信钱包,,
2024/04/28 18:30:52,日常账本,支出,餐饮,,-3.0,支付宝,,肉肠
2024/04/28 18:20:46,日常账本,支出,饮品,,-4.0,支付宝,,柠檬红茶
2024/04/28 18:18:56,日常账本,支出,餐饮,,-15.0,支付宝,,猪脚饭
2024/04/28 12:27:50,日常账本,支出,饮品,,-3.0,支付宝,,学子超市
2024/04/28 12:12:11,日常账本,支出,餐饮,,-12.77,支付宝,,煲仔饭
2024/04/27 21:26:14,日常账本,支出,零食,,-29.9,支付宝,,刺猬**店
2024/04/27 19:53:54,日常账本,支出,餐饮,,-15.0,支付宝,,猪肘饭
2024/04/27 19:51:37,日常账本,支出,餐饮,,-1.5,支付宝,,包子
2024/04/27 19:42:46,日常账本,支出,通讯,,-99.3,支付宝,,132
2024/04/27 12:23:02,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/04/27 12:10:13,日常账本,支出,餐饮,,-13.54,支付宝,,叉烧饭
2024/04/27 11:35:46,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/04/26 19:44:27,日常账本,支出,饮品,,-4.0,支付宝,,学子超市
2024/04/26 19:41:39,日常账本,支出,水果捞,,-11.8,支付宝,,商户_张春燕
2024/04/26 19:28:42,日常账本,支出,交通,公交地铁,-1.8,支付宝,,
2024/04/26 18:06:16,日常账本,支出,餐饮,,-8.0,支付宝,,关东煮
2024/04/26 17:51:49,日常账本,支出,餐饮,,-9.4,支付宝,,炸酱面
2024/04/26 17:48:17,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/04/26 10:28:57,日常账本,支出,饮品,,-3.0,微信钱包,,绿豆汤
2024/04/26 10:27:04,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/25 19:18:16,日常账本,支出,饮品,,-4.0,微信钱包,,学子校园超市
2024/04/25 17:44:41,日常账本,收入,生活费,,2000.0,支付宝,,转账
2024/04/25 17:01:21,日常账本,支出,餐饮,,-29.0,微信钱包,,汉堡
2024/04/25 14:42:43,日常账本,支出,游戏,,-50.0,微信钱包,,月卡
2024/04/25 12:33:10,日常账本,收入,零钱通,,0.1,微信钱包,,
2024/04/25 12:13:10,日常账本,支出,零食,,-2.0,微信钱包,,甜筒
2024/04/25 11:50:36,日常账本,支出,餐饮,,-18.0,微信钱包,,黄焖鸡
2024/04/24 20:54:35,日常账本,支出,其它,,-3.0,微信钱包,,洗衣服
2024/04/24 20:45:17,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/04/24 18:59:28,日常账本,支出,餐饮,,-15.18,微信钱包,,冒菜
2024/04/24 12:07:22,日常账本,支出,饮品,,-3.0,微信钱包,,绿豆汤
2024/04/24 12:06:03,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/04/24 08:01:56,日常账本,支出,饮品,,-5.5,微信钱包,,元气森林
2024/04/24 07:48:17,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/04/23 20:21:30,日常账本,支出,餐饮,,-13.0,微信钱包,,黄焖鸡
2024/04/23 20:19:23,日常账本,支出,水果捞,,-12.0,微信钱包,,商户_张春燕
2024/04/23 18:06:54,日常账本,支出,饮品,,-6.0,微信钱包,,学子校园超市
2024/04/23 12:25:31,日常账本,支出,饮品,,-3.0,微信钱包,,学子超市
2024/04/23 12:13:20,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/23 07:35:06,日常账本,支出,买药,,-2.85,微信钱包,,棉签
2024/04/22 16:04:46,日常账本,收入,零钱通,,0.03,微信钱包,,
2024/04/22 15:57:51,日常账本,支出,餐饮,,-14.0,微信钱包,,烤肉拌饭
2024/04/22 12:40:38,日常账本,支出,其它,,-0.02,微信钱包,,测试
2024/04/22 12:39:02,日常账本,支出,其它,,-0.01,微信钱包,,厕纸
2024/04/22 12:35:30,日常账本,支出,其它,,-0.01,微信钱包,,测试
2024/04/22 10:29:51,日常账本,支出,饮品,,-3.0,微信钱包,,学子超市
2024/04/22 10:12:02,日常账本,支出,餐饮,,-2.5,微信钱包,,醪糟
2024/04/22 10:10:01,日常账本,支出,餐饮,,-9.0,微信钱包,,炒面
2024/04/21 19:26:13,日常账本,支出,餐饮,,-18.24,微信钱包,,麻辣香锅
2024/04/21 12:09:35,日常账本,支出,饮品,,-3.0,微信钱包,,学子超市
2024/04/21 12:06:35,日常账本,支出,水果捞,,-13.22,微信钱包,,西安培华学院
2024/04/21 11:56:03,日常账本,支出,交通,公交地铁,-3.6,支付宝,,
2024/04/21 11:55:57,日常账本,支出,交通,公交地铁,-3.6,支付宝,,
2024/04/21 11:55:51,日常账本,支出,交通,公交地铁,-1.8,支付宝,,
2024/04/21 11:55:38,日常账本,收入,零钱通,,0.07,微信钱包,,
2024/04/21 11:53:12,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/20 20:23:16,日常账本,支出,零食,,-17.5,微信钱包,,学子校园超市
2024/04/20 20:09:22,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/04/20 13:35:51,日常账本,支出,其它,,-5.0,微信钱包,,洗衣服
2024/04/20 12:25:21,日常账本,支出,餐饮,,-2.0,微信钱包,,丸子
2024/04/20 12:09:56,日常账本,支出,餐饮,,-13.0,微信钱包,,快餐
2024/04/20 12:08:30,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/04/19 21:04:59,日常账本,支出,饮品,,-5.0,微信钱包,,学子超市
2024/04/19 18:15:53,日常账本,支出,餐饮,,-20.9,微信钱包,,塔斯汀
2024/04/19 15:57:49,日常账本,支出,饮品,,-3.0,微信钱包,,学子校园超市
2024/04/19 13:54:34,日常账本,收入,零钱通,,0.12,微信钱包,,
2024/04/19 10:16:57,日常账本,支出,餐饮,,-15.0,微信钱包,,馋嘴鱼
2024/04/18 19:36:13,日常账本,支出,餐饮,,-3.0,微信钱包,,肉肠
2024/04/18 19:20:59,日常账本,支出,饮品,,-2.0,微信钱包,,红茶
2024/04/18 19:19:46,日常账本,支出,餐饮,,-13.0,微信钱包,,快餐
2024/04/18 12:26:26,日常账本,支出,其它,,-2.3,微信钱包,,打印
2024/04/18 12:25:09,日常账本,支出,饮品,,-4.0,微信钱包,,学子超市
2024/04/18 12:11:34,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/17 17:59:36,日常账本,支出,餐饮,,-14.0,微信钱包,,烤肉拌饭
2024/04/17 17:59:01,日常账本,支出,水果捞,,-12.2,微信钱包,,商户_张春燕
2024/04/17 12:32:48,日常账本,支出,饮品,,-6.0,微信钱包,,学子校园超市
2024/04/17 12:04:34,日常账本,支出,饮品,,-3.0,微信钱包,,绿豆汤
2024/04/17 12:03:13,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/04/17 12:02:39,日常账本,支出,日用,,-1.0,微信钱包,,卫生纸
2024/04/17 07:42:33,日常账本,支出,饮品,,-4.0,微信钱包,,学子超市
2024/04/17 07:39:07,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/04/16 18:40:46,日常账本,支出,餐饮,,-13.26,微信钱包,,冒菜
2024/04/16 13:27:15,日常账本,收入,零钱通,,0.05,微信钱包,,
2024/04/16 13:26:33,日常账本,支出,其它,,-100.0,浦发银行,,黄金
2024/04/16 12:15:00,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/16 07:28:45,日常账本,支出,购物,,-28.41,微信钱包,,褪黑素
2024/04/16 07:26:17,日常账本,支出,购物,,-18.66,微信钱包,,耳塞
2024/04/15 20:25:25,日常账本,支出,餐饮,,-5.0,微信钱包,,烤肠丸子
2024/04/15 19:10:44,日常账本,收入,零钱通,,0.05,微信钱包,,
2024/04/15 16:40:36,日常账本,支出,饮品,,-4.0,微信钱包,,西安市长安区么么呀水果店
2024/04/15 16:01:39,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/15 10:39:18,日常账本,支出,水果捞,,-12.8,微信钱包,,商户_张春燕
2024/04/15 10:07:36,日常账本,支出,餐饮,,-13.0,微信钱包,,孜然鸡腿肉拌饭
2024/04/15 07:50:14,日常账本,支出,饮品,,-3.0,微信钱包,,学子校园超市
2024/04/14 19:12:07,日常账本,收入,零钱通,,0.11,微信钱包,,
2024/04/14 19:02:11,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/04/14 11:26:54,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/13 19:03:04,日常账本,支出,餐饮,,-16.58,微信钱包,,麻辣香锅
2024/04/13 12:00:14,日常账本,支出,饮品,,-4.0,微信钱包,,西安培华学院
2024/04/13 11:59:42,日常账本,支出,水果捞,,-11.0,微信钱包,,商户_张春燕
2024/04/13 11:42:59,日常账本,支出,餐饮,,-14.0,微信钱包,,烤肉拌饭
2024/04/12 22:01:06,日常账本,收入,零钱通,,0.21,微信钱包,,
2024/04/12 20:28:43,日常账本,支出,餐饮,,-21.9,微信钱包,,华莱士
2024/04/12 20:12:20,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/04/12 19:29:19,日常账本,支出,服饰,,-138.0,微信钱包,,短袖
2024/04/12 19:05:37,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/04/12 16:04:58,日常账本,支出,其它,,-5.0,微信钱包,,洗衣服
2024/04/12 12:36:23,日常账本,支出,饮品,,-7.0,微信钱包,,学子校园超市
2024/04/12 12:11:06,日常账本,支出,餐饮,,-1.5,微信钱包,,茶叶蛋
2024/04/12 12:10:45,日常账本,支出,餐饮,,-10.0,微信钱包,,麻酱鸡丁拌面
2024/04/12 07:54:34,日常账本,支出,饮品,,-3.0,微信钱包,,学子校园超市
2024/04/11 19:05:54,日常账本,支出,饮品,,-3.0,微信钱包,,可乐
2024/04/11 18:06:30,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/11 13:07:55,日常账本,支出,购物,,-27.45,微信钱包,,保湿霜
2024/04/11 12:14:11,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
2024/04/10 17:57:44,日常账本,支出,餐饮,,-2.0,微信钱包,,肠
2024/04/10 17:57:19,日常账本,支出,餐饮,,-10.0,微信钱包,,西红柿炸酱面
2024/04/10 16:53:31,日常账本,支出,服饰,,-48.61,微信钱包,,短袖
2024/04/10 15:56:08,日常账本,支出,服饰,,-148.21,微信钱包,,裤子
2024/04/10 12:18:00,日常账本,支出,饮品,,-5.0,微信钱包,,西安培华学院
2024/04/10 12:04:50,日常账本,支出,餐饮,,-12.0,微信钱包,,茶泡饭
